"Item_Number","District","Location","Disposition","Signal_Type","Signal_Description","Occurred_Date_Time","Charge_Code","Charge_Description","Offender_Number","OffenderID","OffenderStatus","Offender_Race","Offender_Gender","Offender_Age","Victim_Number","PersonType","Victim_Race","Victim_Gender","Victim_Age","Victim_Fatal_Status","Hate Crime","Report Type"
"A-01373-25","7","084XX S I-10 Service Rd","OPEN","62C","SIMPLE BURGLARY (VEHICLE)","2025-01-02 10:25:00","40 969","PROHIBITED ACTS-- SCHEDULE IV DRUGS","2","931217",,"BLACK","MALE","27","1","VICTIM","WHITE","MALE",,"Non-fatal",,"Supplemental Report"
"A-08079-25","6","005XX Josephine St","OPEN","35D","SIMPLE BATTERY (DOMESTIC)","2025-01-09 18:44:00",,,,,,,,,"1","VICTIM","UNKNOWN","FEMALE",,"Non-fatal",,"Incident Report"
"A-11201-25","7","097XX Chef Menteur Hw","OPEN","67S","SHOPLIFTING","2025-01-13 12:39:00","14 67","THEFT","1","931218",,"UNKNOWN","UNKNOWN",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"A-11201-25","7","097XX Chef Menteur Hw","OPEN","67S","SHOPLIFTING","2025-01-13 12:39:00",,,"1","931218",,"UNKNOWN","UNKNOWN",,"2","REPORTING PERSON",,,,"Non-fatal",,"Incident Report"
"A-10667-25","7","080XX Trapier Av #24","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-01-12 20:25:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","29","Non-fatal",,"Incident Report"
"A-11207-25","5","015XX Elysian Fields Av","OPEN","103","DISTURBANCE","2025-01-13 12:30:00",,,"1","931219",,"BLACK","FEMALE",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"A-11207-25","5","015XX Elysian Fields Av","OPEN","103","DISTURBANCE","2025-01-13 12:30:00","54 403","DISTURBING THE PEACE","1","931219",,"BLACK","FEMALE",,"2","VICTIM","WHITE","MALE","38","Non-fatal",,"Incident Report"
"A-11155-25","3","051XX Mandeville St","OPEN","21","MISCELLANEOUS INCIDENT","2025-01-13 12:45:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","49","Non-fatal",,"Incident Report"
"A-08236-25","7","070XX Bundy Rd #B","OPEN","35D","SIMPLE BATTERY (DOMESTIC)","2025-01-09 22:09:00",,,,,,,,,"1","REPORTING PERSON","UNKNOWN","FEMALE",,"Non-fatal",,"Incident Report"
"A-10630-25","5","062XX N Claiborne Av","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-01-12 19:30:00",,,,,,,,,"1","VICTIM","BLACK","MALE","41","Non-fatal",,"Incident Report"
"A-11223-25","5","016XX Elysian Fields Av","OPEN","67S","SHOPLIFTING","2025-01-13 13:00:00","14 67","THEFT","1","931221",,"BLACK","MALE",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"A-11223-25","5","016XX Elysian Fields Av","OPEN","67S","SHOPLIFTING","2025-01-13 13:00:00",,,"1","931221",,"BLACK","MALE",,"2","REPORTING PERSON","BLACK","FEMALE","28","Non-fatal",,"Incident Report"
"A-11187-25","6","034XX 3rd St","OPEN","29","DEATH","2025-01-13 12:24:00",,,,,,,,,"1","VICTIM","BLACK","FEMALE","62","Fatal",,"Incident Report"
"A-11187-25","6","034XX 3rd St","OPEN","29","DEATH","2025-01-13 12:24:00",,,,,,,,,"2","REPORTING PERSON","BLACK","FEMALE","52","Non-fatal",,"Incident Report"
"A-02125-25","8","011XX Girod St","CLOSED","67AR","AUTO THEFT & RECOVERY","2025-01-03 01:30:00","14 69","ILLEGAL POSSESSION OF STOLEN THINGS","1","931222","ARRESTED","BLACK","MALE","35","1","VICTIM","WHITE","MALE","44","Non-fatal",,"Supplemental Report"
"A-11187-25","6","034XX 3rd St","OPEN","29","DEATH","2025-01-13 12:24:00",,,,,,,,,"3","INTERVIEW","BLACK","FEMALE","69","Non-fatal",,"Incident Report"
"A-11169-25","4","033XX Garden Oaks Dr","OPEN","63","TRESPASSING","2025-01-13 12:15:00","14 63","CRIMINAL TRESPASS","1","931225",,"UNKNOWN","UNKNOWN",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"A-11169-25","4","033XX Garden Oaks Dr","OPEN","63","TRESPASSING","2025-01-13 12:15:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","931225",,"UNKNOWN","UNKNOWN",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"A-11169-25","4","033XX Garden Oaks Dr","OPEN","63","TRESPASSING","2025-01-13 12:15:00",,,"1","931225",,"UNKNOWN","UNKNOWN",,"2","REPORTING PERSON","UNKNOWN","FEMALE","65","Non-fatal",,"Incident Report"
"A-11026-25","3","014XX Milton St","OPEN","103","DISTURBANCE","2025-01-03 16:30:00",,,,,,,,,"1","REPORTING PERSON","BLACK","MALE","24","Non-fatal",,"Incident Report"
"A-11187-25","6","034XX 3rd St","OPEN","29","DEATH","2025-01-13 12:24:00",,,,,,,,,"4","INTERVIEW","BLACK","FEMALE","60","Non-fatal",,"Incident Report"
"A-11220-25","5","062XX N Rampart St","OPEN","62R","SIMPLE BURGLARY (RESIDENCE)","2025-01-13 13:02:00","14 62","SIMPLE BURGLARY","1","931228",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","FEMALE","52","Non-fatal",,"Incident Report"
"A-11258-25","2","086XX Earhart Bd","CLOSED","79","VIOLATION OF PROTECTIVE ORDERS","2025-01-13 13:01:00","14 79","VIOLATIONS OF PROTECTIVE ORDERS","1","931227","ARRESTED","BLACK","MALE","34","1","VICTIM","BLACK","MALE","33","Non-fatal",,"Incident Report"
"A-11187-25","6","034XX 3rd St","OPEN","29","DEATH","2025-01-13 12:24:00",,,,,,,,,"5","INTERVIEW","BLACK","FEMALE","60","Non-fatal",,"Incident Report"
"A-11213-25","1","011XX S Dupre St","OPEN","29","DEATH","2025-01-13 13:31:00",,,,,,,,,"1","VICTIM","WHITE","MALE","66","Non-fatal",,"Incident Report"
"A-11213-25","1","011XX S Dupre St","OPEN","29","DEATH","2025-01-13 13:31:00",,,,,,,,,"2","REPORTING PERSON","WHITE","MALE","70","Non-fatal",,"Incident Report"
"A-11183-25","5","005XX Tupelo St","OPEN","63","TRESPASSING","2025-01-13 00:30:00","14 63","CRIMINAL TRESPASS","1","931230",,"UNKNOWN","UNKNOWN",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"A-11183-25","5","005XX Tupelo St","OPEN","63","TRESPASSING","2025-01-13 00:30:00",,,"1","931230",,"UNKNOWN","UNKNOWN",,"2","REPORTING PERSON","WHITE","MALE","80","Non-fatal",,"Incident Report"
"A-11202-25","5","032XX N Claiborne Av","OPEN","67A","AUTO THEFT","2025-01-13 12:40:00","14 67.26","THEFT OF A MOTOR VEHICLE","1","931237",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","38","Non-fatal",,"Incident Report"
"A-11202-25","5","032XX N Claiborne Av","OPEN","67A","AUTO THEFT","2025-01-13 12:40:00","14 69","ILLEGAL POSSESSION OF STOLEN THINGS","1","931237",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","38","Non-fatal",,"Incident Report"
"A-11202-25","5","032XX N Claiborne Av","OPEN","67A","AUTO THEFT","2025-01-13 12:40:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","931237",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","38","Non-fatal",,"Incident Report"
"A-11281-25","4","044XX Fields St","CLOSED","35D","SIMPLE BATTERY (DOMESTIC)","2025-01-13 14:15:00","14 35.3","DOMESTIC ABUSE BATTERY - SIMPLE","1","931232","ARRESTED","BLACK","FEMALE","21","1","VICTIM","WHITE","FEMALE","22","Non-fatal",,"Incident Report"
"A-07928-25","8","004XX Loyola Av","CLOSED","21","MISCELLANEOUS INCIDENT","2025-01-09 15:30:00",,,,,,,,,"1","VICTIM","BLACK","MALE","23","Non-fatal",,"Incident Report"
"A-11215-25","7","048XX Shalimar Dr","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-01-13 12:58:00",,,,,,,,,"1","REPORTING PERSON","BLACK","MALE","58","Non-fatal",,"Incident Report"
"A-11215-25","7","048XX Shalimar Dr","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-01-13 12:58:00",,,,,,,,,"2","INTERVIEW","BLACK","FEMALE","53","Non-fatal",,"Incident Report"
"A-11215-25","7","048XX Shalimar Dr","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-01-13 12:58:00",,,,,,,,,"3","INTERVIEW","BLACK","FEMALE","21","Non-fatal",,"Incident Report"
"A-07841-25","7","036XX Ridgeway Blvd Exit Bd","OPEN","21P","LOST PROPERTY","2025-01-09 10:25:00",,,,,,,,,"1","REPORTING PERSON","WHITE","MALE","30","Non-fatal",,"Supplemental Report"
"A-05620-25","7","056XX Read Bd","OPEN","62","SIMPLE BURGLARY","2025-01-07 12:17:00","14 62.4","UNAUTHORIZED ENTRY (BUSINESS)","1","931234",,"UNKNOWN","UNKNOWN",,"1","VICTIM",,,,"Non-fatal",,"Supplemental Report"
"A-05620-25","7","056XX Read Bd","OPEN","62","SIMPLE BURGLARY","2025-01-07 12:17:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","931234",,"UNKNOWN","UNKNOWN",,"1","VICTIM",,,,"Non-fatal",,"Supplemental Report"
"A-05620-25","7","056XX Read Bd","OPEN","62","SIMPLE BURGLARY","2025-01-07 12:17:00",,,"1","931234",,"UNKNOWN","UNKNOWN",,"2","INTERVIEW",,,,"Non-fatal",,"Supplemental Report"
"A-05620-25","7","056XX Read Bd","OPEN","62","SIMPLE BURGLARY","2025-01-07 12:17:00",,,"1","931234",,"UNKNOWN","UNKNOWN",,"3","INTERVIEW",,,,"Non-fatal",,"Supplemental Report"
"A-11248-25","3","047XX Congress St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-01-13 13:41:00",,,,,,,,,"1","NON-VICTIM","BLACK","FEMALE","53","Non-fatal",,"Incident Report"
"A-11248-25","3","047XX Congress St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-01-13 13:41:00",,,,,,,,,"2","NON-VICTIM","BLACK","MALE","73","Non-fatal",,"Incident Report"
"A-11369-25","7","108XX Chef Menteur Hw","CLOSED","17F","FUGITIVE ATTACHMENT","2025-01-13 15:34:00","FUGITIVE ATTACHMENT","WARRANT ISSUED BY","1","931236","ARRESTED","WHITE","MALE","35","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"A-11350-25","8","001XX Carondelet St","CLOSED","966","DRUG LAW VIOLATION","2025-01-13 15:30:00","40 966","PROHIBITED ACTS--SCHEDULE I DRUGS","1","931238","ARRESTED","BLACK","MALE","38","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"A-11340-25","4","037XX Tall Pines Dr","OPEN","103","DISTURBANCE","2025-01-13 15:13:00",,,,,,,,,"1","REPORTING PERSON","WHITE","FEMALE","36","Non-fatal",,"Incident Report"
"A-03660-25","5","021XX Clouet St","OPEN","103","DISTURBANCE","2025-01-04 12:00:00",,,,,,,,,"1","VICTIM","BLACK","FEMALE","22","Non-fatal",,"Incident Report"
"A-11284-25","6","018XX Oretha Castle Haley Bd #407","OPEN","21","MISCELLANEOUS INCIDENT","2025-01-12 17:00:00",,,,,,,,,"1","VICTIM","BLACK","FEMALE","54","Non-fatal",,"Incident Report"
"F-03301-25","3","059XX Marshall Foch St","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-06-04 01:09:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","951451",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","FEMALE","68","Non-fatal",,"Incident Report"
"E-24270-25","6","017XX Baronne St #367","CLOSED","35D","SIMPLE BATTERY (DOMESTIC)","2025-05-25 12:00:00","14 34.9","BATTERY OF A DATING PARTNER (SIMPLE)","1","951453","ARRESTED","BLACK","MALE","32","1","VICTIM","BLACK","FEMALE","27","Non-fatal",,"Supplemental Report"
"E-26228-25","8","007XX Baronne St","CLOSED","67S","SHOPLIFTING","2025-05-27 13:00:00","54 186","THEFT","1","951463","ARRESTED","WHITE","MALE","54","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"E-24270-25","6","017XX Baronne St #367","CLOSED","35D","SIMPLE BATTERY (DOMESTIC)","2025-05-25 12:00:00","14 34.9(I)","BATTERY OF A DATING PARTNER (CHILD ENDANGERMENT.  CHILD/CHILDREN 13 YEARS OF AGE OR YOUNGER) SIMPLE","1","951453","ARRESTED","BLACK","MALE","32","2","VICTIM","BLACK","MALE","0","Non-fatal",,"Supplemental Report"
"F-03010-25","5","021XX Law St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-06-03 21:20:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","23","Non-fatal",,"Incident Report"
"E-26228-25","8","007XX Baronne St","CLOSED","67S","SHOPLIFTING","2025-05-27 13:00:00",,,"1","951463","ARRESTED","WHITE","MALE","54","2","REPORTING PERSON","WHITE","FEMALE",,"Non-fatal",,"Incident Report"
"F-03342-25","7","058XX E Filmore Av #3","OPEN","21","MISCELLANEOUS INCIDENT","2025-06-03 16:15:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","44","Non-fatal",,"Incident Report"
"F-03160-25","5","020XX Elysian Fields Av","OPEN","103","DISTURBANCE","2025-06-03 17:00:00",,,,,,,,,"1","REPORTING PERSON","BLACK","MALE","65","Non-fatal",,"Incident Report"
"F-03193-25","8","009XX Royal St","CLOSED","67","THEFT","2025-06-04 01:22:00","14 67","THEFT","1","951455","ARRESTED","WHITE","MALE","32","1","VICTIM","WHITE","MALE","34","Non-fatal",,"Incident Report"
"F-03350-25","4","015XX General Collins Av","OPEN","62C","SIMPLE BURGLARY (VEHICLE)","2025-06-04 08:00:00","14 62","SIMPLE BURGLARY","1","951454",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","41","Non-fatal",,"Incident Report"
"F-02382-25","1","028XX Perdido St","CLOSED","21","MISCELLANEOUS INCIDENT","2025-06-04 08:54:00","PROBATION AND PAROLE","VIOLATION#","1","951461","ARRESTED","BLACK","MALE","27","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"E-14917-25","4","011XX Atlantic Av","OPEN","62C","SIMPLE BURGLARY (VEHICLE)","2025-05-16 01:40:00","14 62","SIMPLE BURGLARY","1","951460","ARRESTED","BLACK","FEMALE","53","1","VICTIM","BLACK","FEMALE","37","Non-fatal",,"Supplemental Report"
"F-00674-25","8","Saint Ann St & Bourbon St","OPEN","35","SIMPLE BATTERY","2025-06-01 16:50:00",,,"1","951122",,"WHITE","MALE","56","2","WITNESS","WHITE","MALE",,"Non-fatal",,"Incident Report"
"F-00674-25","8","Saint Ann St & Bourbon St","OPEN","35","SIMPLE BATTERY","2025-06-01 16:50:00",,,"1","951122",,"WHITE","MALE","56","3","WITNESS","WHITE","MALE","38","Non-fatal",,"Incident Report"
"F-03360-25","4","011XX Thayer St","OPEN","67","THEFT","2025-06-03 00:00:00","14 67","THEFT","1","951462",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","MALE","53","Non-fatal",,"Incident Report"
"E-30911-25","7","109XX Chaucer St","OPEN","81","INDECENT BEHAVIOR WITH A JUVENILE","2025-05-31 00:00:00",,,,,,,,,"1","REPORTING PERSON","UNKNOWN","FEMALE",,"Non-fatal",,"Incident Report"
"F-03378-25","1","028XX Saint Louis St","OPEN","67A","AUTO THEFT","2025-06-04 03:45:00","14 67.26","THEFT OF A MOTOR VEHICLE","1","951466",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","43","Non-fatal",,"Incident Report"
"F-03385-25","7","046XX Bundy Rd","UNFOUNDED","21","MISCELLANEOUS INCIDENT","2025-06-03 18:00:00",,,,,,,,,"1","NON-VICTIM","UNKNOWN","UNKNOWN",,"Non-fatal",,"Incident Report"
"D-01459-25","1","019XX N Rocheblave St","CLOSED","35D","SIMPLE BATTERY (DOMESTIC)","2025-04-02 11:30:00",,,"1","951468","ARRESTED","BLACK","MALE","22","1","VICTIM","BLACK","FEMALE","21","Non-fatal",,"Supplemental Report"
"D-01459-25","1","019XX N Rocheblave St","CLOSED","35D","SIMPLE BATTERY (DOMESTIC)","2025-04-02 11:30:00","14 34.9(I)","BATTERY OF A DATING PARTNER (CHILD ENDANGERMENT.  CHILD/CHILDREN 13 YEARS OF AGE OR YOUNGER) SIMPLE","1","951468","ARRESTED","BLACK","MALE","22","2","VICTIM","BLACK","FEMALE","4","Non-fatal",,"Supplemental Report"
"E-29722-25","6","035XX Martin Luther King Jr Bd","CLOSED","35D","SIMPLE BATTERY (DOMESTIC)","2025-05-30 19:15:00","14 35.3","DOMESTIC ABUSE BATTERY - SIMPLE","1","951469","ARRESTED","BLACK","MALE","38","1","VICTIM","BLACK","FEMALE","32","Non-fatal",,"Supplemental Report"
"F-00122-25","8","009XX Tchoupitoulas St","UNFOUNDED","67A","AUTO THEFT","2025-05-31 22:52:00",,,,,,,,,"1","VICTIM","ASIAN","MALE","40","Non-fatal",,"Supplemental Report"
"E-28210-25","8","009XX Royal St","CLOSED","67","THEFT","2025-05-29 04:30:00","14 67","THEFT","1","951470","ARRESTED","WHITE","MALE","32","1","VICTIM","BLACK","FEMALE","36","Non-fatal",,"Supplemental Report"
"E-28210-25","8","009XX Royal St","CLOSED","67","THEFT","2025-05-29 04:30:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","951470","ARRESTED","WHITE","MALE","32","1","VICTIM","BLACK","FEMALE","36","Non-fatal",,"Supplemental Report"
"F-03379-25","5","004XX Saint Maurice St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-06-04 09:12:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","44","Non-fatal",,"Incident Report"
"B-05210-25","5","033XX Royal St","OPEN","67A","AUTO THEFT","2025-02-06 12:07:00","14 67.26","THEFT OF A MOTOR VEHICLE","1","951471",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","40","Non-fatal",,"Supplemental Report"
"F-03438-25","1","009XX Gayoso St","OPEN","62C","SIMPLE BURGLARY (VEHICLE)","2025-06-04 03:00:00","14 62","SIMPLE BURGLARY","1","951472",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","34","Non-fatal",,"Incident Report"
"F-03438-25","1","009XX Gayoso St","OPEN","62C","SIMPLE BURGLARY (VEHICLE)","2025-06-04 03:00:00","14 67","THEFT","1","951472",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","34","Non-fatal",,"Incident Report"
"F-03383-25","5","022XX Music Rt","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-06-04 09:16:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","34","Non-fatal",,"Incident Report"
"F-03433-25","5","020XX Saint Bernard Av","OPEN","21","MISCELLANEOUS INCIDENT","2025-06-04 10:00:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE",,"Non-fatal",,"Incident Report"
"C-02125-25","8","005XX Julia St","CLOSED","35D","SIMPLE BATTERY (DOMESTIC)","2025-03-02 23:17:00","14 35.3","DOMESTIC ABUSE BATTERY - SIMPLE","1","951479","ARRESTED","BLACK","FEMALE","29","1","VICTIM",,,,"Non-fatal",,"Supplemental Report"
"C-02125-25","8","005XX Julia St","CLOSED","35D","SIMPLE BATTERY (DOMESTIC)","2025-03-02 23:17:00","14 35.3","DOMESTIC ABUSE BATTERY - SIMPLE","1","951479","ARRESTED","BLACK","FEMALE","29","3","VICTIM",,,,"Non-fatal",,"Supplemental Report"
"F-03441-25","8","011XX Saint Anthony St","OPEN","67A","AUTO THEFT","2025-06-03 19:30:00","14 67.26","THEFT OF A MOTOR VEHICLE","1","951476",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","46","Non-fatal",,"Incident Report"
"F-03484-25","1","028XX Perdido St","CLOSED","21","MISCELLANEOUS INCIDENT","2025-06-04 08:54:00","COURT CAPIAS","CDC WARRANT#","1","951477","ARRESTED","BLACK","MALE","27","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"D-20901-25","6","019XX Tchoupitoulas","CLOSED","67S","SHOPLIFTING","2025-04-22 10:23:00",,,"1","944835","ARRESTED","BLACK","FEMALE","23","2","REPORTING PERSON","BLACK","FEMALE","39","Non-fatal",,"Incident Report"
"E-26280-25","4","Westbend Pw & Vespasian Bd","OPEN","95G","ILLEGAL CARRYING OF A GUN","2025-05-27 13:30:00","14 95.1","POSSESSION OF FIREARM BY FELON","1","951483",,"BLACK","MALE","23","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"E-14564-25","7","123XX N I-10 Service Rd","CLOSED","37","AGGRAVATED ASSAULT","2025-05-15 18:09:00",,,,,,,,,"1","VICTIM","BLACK","FEMALE","19","Non-fatal",,"Supplemental Report"
"E-14564-25","7","123XX N I-10 Service Rd","CLOSED","37","AGGRAVATED ASSAULT","2025-05-15 18:09:00",,,,,,,,,"2","VICTIM","BLACK","FEMALE","19","Non-fatal",,"Supplemental Report"
"E-29994-25","7","071XX Crowder Bd","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-05-31 00:53:00",,,,,,,,,"1","VICTIM","UNKNOWN","FEMALE",,"Non-fatal",,"Incident Report"
"F-02990-25","7","098XX Lake Forest Bd","CLOSED","27-62B","ATTEMPTED SIMPLE BURGLARY (BUSINESS)","2025-06-03 20:55:00",,,,,,,,,"2","REPORTING PERSON","ASIAN","MALE","42","Non-fatal",,"Supplemental Report"
"E-06523-25","8","007XX Dauphine St","OPEN","67","THEFT","2025-05-07 03:15:00","14 67","THEFT","1","951484",,"BLACK","FEMALE","58","1","VICTIM","WHITE","MALE","27","Non-fatal",,"Supplemental Report"
"F-03311-25","7","044XX Skyview Dr","CLOSED","63","TRESPASSING","2025-06-04 07:23:00","14 62.3","UNAUTHORIZED ENTRY (INHAB.DWELLING)","1","951485","ARRESTED","BLACK","MALE","42","1","VICTIM","BLACK","FEMALE","43","Non-fatal",,"Incident Report"
"F-03311-25","7","044XX Skyview Dr","CLOSED","63","TRESPASSING","2025-06-04 07:23:00","14 35","SIMPLE BATTERY","1","951485","ARRESTED","BLACK","MALE","42","1","VICTIM","BLACK","FEMALE","43","Non-fatal",,"Incident Report"
"F-03311-25","7","044XX Skyview Dr","CLOSED","63","TRESPASSING","2025-06-04 07:23:00","14 (27) 67.26","ATTEMPT THEFT OF A MOTOR VEHICLE","1","951485","ARRESTED","BLACK","MALE","42","2","VICTIM","BLACK","MALE","34","Non-fatal",,"Incident Report"
"F-03311-25","7","044XX Skyview Dr","CLOSED","63","TRESPASSING","2025-06-04 07:23:00",,,"1","951485","ARRESTED","BLACK","MALE","42","3","INTERVIEW","BLACK","MALE","12","Non-fatal",,"Incident Report"
"F-03557-25","2","047XX Prytania St","CLOSED","62","SIMPLE BURGLARY","2025-06-04 11:00:00","14 62","SIMPLE BURGLARY","1","951486","ARRESTED","BLACK","MALE","51","1","VICTIM","WHITE","MALE","37","Non-fatal",,"Incident Report"
"F-03557-25","2","047XX Prytania St","CLOSED","62","SIMPLE BURGLARY","2025-06-04 11:00:00","14 69","ILLEGAL POSSESSION OF STOLEN THINGS","1","951486","ARRESTED","BLACK","MALE","51","1","VICTIM","WHITE","MALE","37","Non-fatal",,"Incident Report"
"F-03557-25","2","047XX Prytania St","CLOSED","62","SIMPLE BURGLARY","2025-06-04 11:00:00",,,"1","951486","ARRESTED","BLACK","MALE","51","2","INTERVIEW","WHITE","FEMALE",,"Non-fatal",,"Incident Report"
"F-03453-25","6","029XX Josephine St","OPEN","21","MISCELLANEOUS INCIDENT","2025-04-03 15:00:00",,,,,,,,,"1","REPORTING PERSON","BLACK","MALE","55","Non-fatal",,"Incident Report"
"F-03542-25","8","X Canal St","OPEN","67","THEFT","2025-06-04 10:00:00","14 67","THEFT","1","952087",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","MALE","42","Non-fatal",,"Incident Report"
"B-11129-25","7","078XX Shubert Dr","CLOSED","56D","SIMPLE CRIMINAL DAMAGE (DOMESTIC)","2025-02-12 00:45:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","951489","ARRESTED","BLACK","MALE","28","1","VICTIM","BLACK","FEMALE","31","Non-fatal",,"Supplemental Report"
"B-11129-25","7","078XX Shubert Dr","CLOSED","56D","SIMPLE CRIMINAL DAMAGE (DOMESTIC)","2025-02-12 00:45:00","14 67","THEFT","1","951489","ARRESTED","BLACK","MALE","28","1","VICTIM","BLACK","FEMALE","31","Non-fatal",,"Supplemental Report"
"F-03510-25","2","017XX Norman C Francis Ci","CLOSED","67","THEFT","2025-06-04 12:00:00","14 67","THEFT","1","951490","ARRESTED","BLACK","MALE","70","1","VICTIM","BLACK","MALE","42","Non-fatal",,"Incident Report"
"F-03510-25","2","017XX Norman C Francis Ci","CLOSED","67","THEFT","2025-06-04 12:00:00","14 63","CRIMINAL TRESPASS","1","951490","ARRESTED","BLACK","MALE","70","1","VICTIM","BLACK","MALE","42","Non-fatal",,"Incident Report"
"F-00508-25","3","057XX Saint Bernard Av","OPEN","21","MISCELLANEOUS INCIDENT","2025-06-01 13:15:00",,,,,,,,,"1","REPORTING PERSON","NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER","FEMALE","38","Non-fatal",,"Incident Report"
"C-23906-25","1","006XX N Claiborne Av","OPEN","67A","AUTO THEFT","2025-02-02 15:00:00","14 67.26","THEFT OF A MOTOR VEHICLE","1","951496",,"UNKNOWN","UNKNOWN",,"1","VICTIM",,,,"Non-fatal",,"Supplemental Report"
"C-23906-25","1","006XX N Claiborne Av","OPEN","67A","AUTO THEFT","2025-02-02 15:00:00",,,"1","951496",,"UNKNOWN","UNKNOWN",,"2","INTERVIEW","BLACK","MALE","37","Non-fatal",,"Supplemental Report"
"F-01034-25","6","019XX Annunciation St #R","OPEN","35D","SIMPLE BATTERY (DOMESTIC)","2025-06-02 02:35:00",,,,,,,,,"1","VICTIM","UNKNOWN","FEMALE",,"Non-fatal",,"Incident Report"
"E-07637-25","6","015XX S Liberty","CLOSED","38","SIMPLE ASSAULT","2025-05-08 14:30:00","14 38","SIMPLE ASSAULT","1","951497","ARRESTED","BLACK","MALE","28","1","VICTIM","BLACK","FEMALE","28","Non-fatal",,"Supplemental Report"
"F-03584-25","3","054XX Franklin Av","OPEN","21","MISCELLANEOUS INCIDENT","2025-06-04 12:48:00",,,,,,,,,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"F-03536-25","3","049XX Music St","OPEN","106","OBSCENITY","2025-05-31 12:20:00","14 106","OBSCENITY","1","951499",,"BLACK","MALE","43","1","VICTIM","BLACK","FEMALE","22","Non-fatal",,"Incident Report"
